本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。	This document is in accordance with the provisions of GB/T 1.1 a 202 久标准化工作导则第工部分:标准化文件的结构和起草规则起惠。	yes
四字节部分字符排列顺序应符合附录 C。	The order of characters in the four-byte section shall be in accordance with Appendix C.	no
7 码位分配	7 Code position allocation	no
1.单字市部分的码位分配	1. Code bit allocation for single-word city parts	no
单字节部分的码位按照 GB/T 11383 一 1989 的规则分配。	The code bits of the single-byte part are allocated according to the rules of GB/T 11383-1989.	no
单字节码位分配见图 2。	The single-byte code bit assignments are shown in Figure 2.	no
2.双字部分的码位分配	2. Allocation of code points in the double-letter part of the word	no
双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。	The code bit arrangement of the double-byte part is divided into 0x8140~ a 0xFE7E and 0x8180 a 0xFEFE two parts, totaling 23940 code bits.	no
双字节码位分配见图 3 及表 2。	The double-byte code bit assignments are shown in Figure 3 and Table 2.	no
总计: 23940 个码位	Total: 23940 code points	no
双字节 1 区 : 846 码位	Double Byte Area 1 : 846 bits	no
SS WA 和 RS 双宁节 3 区 6080 码位	SS WA and RS Twinning Section, Zone 3, 6080 yards.	no
首字节 0xA8~0xA9 双字节 5 区 : 192 码 位	First byte 0xA8~0xA9 Double byte 5 area : 192 code bits	no
3.双字蔬部分编码空间结构图	3. Coding space structure of the double-word vegetable part of the map	no
表 2 双字闻部分的码位安排	Table 2 Arrangement of code points in the double-word sniffing section	no
人码位范围	Man-size range	no
四字刷部分的码位分配	Allocation of code bits in the four-character brush section	yes
四字节部分收录了汉字和部分少数民族文字。	The four-byte section contains Chinese characters and some minority characters.	yes
四字节人码位分配见表 3。	The four-byte man code bit assignments are shown in Table 3.	yes
表 3 中没有指明的四字节人码位分配见 6.3。	See 6.3 for four-byte man code bit assignments not indicated in Table 3.	yes
表 3 四字闻部分的码位安排	Table 3 Arrangement of code points in the four-letter smell section	yes
码位范围	code range	yes
表3 四字节部分的码位安排(续)	Table 3 Arrangement of code bits in the four-byte section (continued)	yes
码位范围码位数字符数	Code Bit Range Number of Code Bits Number of Characters	yes
自 0xFD308130 至 0xFE39FE39 共 25200 个码位为用户自定义区 。	A total of 25200 code bits from 0xFD308130 to 0xFE39FE39 are user-defined.	yes
其他未占用的四字节码位为保留区, 留符未来文件扩展使用。	The other unoccupied four-byte code bits are reserved for future file expansion.	yes
8 部分字符和代码的说明	8 Description of some characters and codes	yes
相对于 GB 18030 一 2005 ,部分代码位置上的字形和 /或所对应的 GB/TI 13000 代码位置在本文件中进行了调整 ( 见附录D)。	Compared with GB 18030 I 2005, the glyphs in some code positions and/or the corresponding GB/TI 13000 code positions have been adjusted in this document (see Appendix D).	yes
9.1 通则	9.1 General principles	yes
本文件规定三个实现级别。	This document specifies three levels of realization.	yes
符合相应实现级别的系统软件产品,应提供相应实现级别范围内全部字符的输入输出功能。	The system software products conforming to the corresponding realization level shall provide input and output functions of all characters within the range of the corresponding realization level.	yes
9.2 实现级别 1	9.2 Level of realization 1	yes
实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。	CJK Unified Kanji (i.e. 0x82358F33 - 0x82359636) and CJK Unified Kanji Extension A (i.e. 0x8139EE39 - 0x82358738) for the single-byte encoded part, double-season encoded part and quadruple-letter down-encoded part of this document at the realization level 1.	yes
任何本文件适用的产品均应满足实现级别 1 的要求。	Any product to which this document applies shall meet the requirements of Achievement Level 1.	yes
注: 根据软件应用需要 ,实现级别 1 还可选择文持表 3 列出的任何一种或多种非汉字文种。	Note: Depending on the needs of the software application, any one or more of the non-Chinese characters listed in Table 3 can be selected for realization level 1.	no
9.3 实现级别 2	9.3 Level of realization 2	no
实现级别 2 包含实现级别 1。	Implementation level 2 contains implementation level 1.	no
此外 ,实现级别 2 还文持《通用 规范 汉字 表 }中的没有包合在实级别 1 之内的编码汉字。	In addition, realization level 2 holds the coded Chinese characters in the General Standardized Chinese Character List (GSKL) that are not included in realization level 1.	no
《 通用规范汉字表) 所收汉字在本文件中的代码位置和字形, 见附录下。	The code positions and glyphs of the Chinese characters included in the General Standardized Chinese Character List (GSKL) in this document are shown in the following appendix.	no
系统软件及支撑软件,应满足实现级别 2 的要求 。	The system software and support software should meet the requirements of realization level 2.	no
注: 系统软件及文撑软件包括但不限于操作系统,数据库管理系统.中间件( 软件产品分类的信息见 GB/ 工 36475)。	Note: System software and supporting software include but are not limited to operating systems, database management systems, middleware (see GB/I 36475 for classification of software products). Middleware (see GB/Industry 36475 for information on the classification of software products).	no
9.4 实现级别 3	9.4 Level of realization 3	no
实现级别 3 包含实现级别 2。	Implementation level 3 incorporates implementation level 2.	no
此外,实现级别 3 还文持本文件规定的全部汉字及表 3 中的康黑部首。	In addition, realization level 3 holds all the Chinese characters specified in this document and the kanghei radicals in Table 3.	no
用于政务服务和公共服务的产品应满足实现级卉 3 的要求。	Products used for government services and public services should meet the requirements of realization level Flora 3.	no
注: 政务服务和 共服务行业包括但不限于铁路运输业.道路运输业 \ 水上运输业.航空运输业、多式联运和运输代理业、邮政业、货币金融服、保险业、土地、管理业、卫生、国家机构、社会保障等 (行业分类的信息见 GB/ 工 4754)。	Note: Administrative services and common services industries include but are not limited to railroad transportation. Road transportation industry \ Water transportation industry. Air transport, multimodal transport and transport agency, postal services, monetary and financial services, insurance, land, management, health, state institutions, social security, etc. (see GB/IU 4754 for information on industry classification).	no
附录 A (规范性 )	Appendix A (Normative)	no
双字字符表	double character table	no
A.1 表的内容	A.1 Content of the table	no
本表给出双字节编码字符的字形及代码 ,同时给出了该字符对应的 GB/T 13000 代码位置。	This table gives the glyphs and codes of double-byte encoded characters, and also gives the GB/T 13000 code location corresponding to the character.	no
A.2 表的说明	A.2 Description of the table	no
示例如下:	Examples are as follows.	no
第一字节第二字节低位	First Byte Second Byte Low	no
双字节 3 区	Double Byte Zone 3	no
第二字节高位 GBCT 13000 代码位置	Second Byte High GBCT 13000 Code Location	no
附录B (规苑性)	Appendix B (Courtship)	no
表意文字描述符	ideographic descriptor	no
本附录收录了 GB/TI 13000 规定的表意文字描述符 13 个,并给出了它们的图形.代码位置和功能描述。	This appendix contains 13 ideographic descriptors specified in GB/TI 13000, and gives their graphical and functional descriptions. Code location and function description.	no
有具体内容见表 B.1。	There are specific elements shown in Table B.1.	no
表 B.1 表意文字描述符的图形、代码位置和功能描述	Table B.1 Graphic, Code Location, and Functional Description of Ideographic Descriptors	no
本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字	The code of GB/T 13000 is similar but not equal to the code of GB/T 13000, which is used to express foreign words by a certain word.	no
左右结构	left-right structure	no
上下结构	top and bottom structure	no
左中右结构	left center-right structure	no
上中下结构	top-middle-bottom structure	no
全包围结构	full-surround structure	no
回下包围结构	hemispheric structure	no
回上包围结构	top shell structure	no
回右包围结构	right-surrounding structure	no
回右下包围结构	right-side down bracketing structure	no
回左下包围结构	return to the lower-left-hand side of the envelope	no
回右上包围结构	upper-right bracketed structure	no
租套结构	tenancy agreement	no
附录 C (规范性)	Appendix C (normative)	no
四字书字符表	character list for a four-character script	no
C.1 表的内容	C.1 Contents of the table	no
本表给出了汉字和部分少数民族文字的字形及代码,同时还给出了该字符对应的 GB/TI 13000 代码但位置,其他部分的字形从略。	This table gives the glyphs and codes of Chinese characters and some minority characters, and also gives the GB/TI 13000 code corresponding to the character, but the location, and other parts of the glyphs are omitted.	no
C.2表的说明	C.2 Description of the table	no
附录D(资料性)	Appendix D (informative)	no
部分字符和代码的说明	Description of selected characters and codes	no
D.1 调整过的 18 个GB/T 13000 代码位置	D.1 Adjusted 18 GB/T 13000 Code Positions	no
B 18030 一 2005 规定了 10 个竖排标点和 8 个汉字构件 在 GB/I 13000 中的临时代码位置,这些代码位置在本文件中进行了调整,如表 D.1 所示。	B 18030 I 2005 specifies the temporary code positions of 10 vertical punctuation marks and 8 Chinese character components in GB/I 13000, which have been adjusted in this document, as shown in Table D.1.	no
D.1 调整后的代码对应关系〈 续 )	D.1 Adjusted code equivalencies (continued)	no
本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位	This document and GB 18030 a 2005 GB 18030 a 2005 corresponds to this document corresponds to GB/T work 13000 code bit	no
D.2 在双字闻区删除的 6 个汉字构件	D.2 Deletion of 6 Chinese character components in the double-character smell area	no
表 D.2 代码位置和保留的字形	Table D.2 Code Locations and Reserved Glyphs	no
D.3 在双字下区删除的 9 个 CJK 兼容汉字	D.3 Nine CJK-compatible Chinese Characters Deleted in the Lower Double Character Area	no
本文件删除了 GB 18030 一 2005 所 收录的来目 GB/TI 13000 的9个 CJK 碌容汉字, 如表 D.3 所示 。	This document has deleted 9 CJK characters from the entry GB/TI 13000 in GB 18030 I 2005, as shown in Table D.3.	no
表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置	Table D.3 9 CJK Compatible Chinese Characters Deleted and Their Code Locations	no
附录开 (资料性)《通用规范汉字表》 汉字的代码位置	Appendix K (Informative) General Standardized Chinese Character List Code positions of Chinese characters	no
本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。	This document contains all the 8105 standardized Chinese characters in the General Standardized Chinese Character List approved and published by the State Council of the People's Republic of China in 2013, and their code positions and glyphs are shown in Table 1.	no
表中汉字的排列顺序与 4 通用规范汉字表 》的规范汉字顺序一致,序号 1 一 序号 3500 的汉字为一级汉字,序号 3501 一 序号 6500 的汉字为二级汉字,序号 6501 一 序号 8105 的汉字为三级汉字。	The order of Chinese characters in the table is consistent with the order of standardized Chinese characters in the 4 General Standardized Chinese Character Table, with the characters of No. 1 and No. 3500 as Grade 1, No. 3501 and No. 6500 as Grade 2, and No. 6501 and No. 8105 as Grade 3 characters.	no
表 E.1 《通用规范汉字表》汉字的字形和代码位置	Table E.1 Glyphs and Code Positions of Chinese Characters in the General Standardized Chinese Character Table	no
GB/ 工 4754 国民经济行业分类	GB/IW 4754 National Economic Industry Classification	no
GB/ 工 36475 软件产品分类	GB/ Work 36475 Classification of Software Products	no
通用规范汉字表.中华人民共和国国务院(国发(2013]23号).	General Standardized Chinese Character List. State Council of the People's Republic of China (Guo Fa (2013) No. 23).	no
本手册页内容摘自 GNU C 编译器的完整文档,仅限于解释选项的含义.	The contents of this manual page are extracted from the complete documentation of the GNU C compiler and are limited to explaining the meaning of the options.	yes
除非有人自愿维护, EURo文件，Info文件是权威文档.	Unless voluntarily maintained, EURo files, Info files are authoritative documents.	yes
如果发现手册页和软件之间有所矛盾,请查对Info	If you find a contradiction between the manual page and the software, please check the info	yes
如果我们发觉本手册页的内容由于过时而导致明显的混乱和抱怨时,我们就停止发布它.不可能有其他选择,象更新Info文件同时更新 man 手册, 因为其他维护 Gnu cc 的工作没有留给我们时间做这个.GNU 工程认为 man 手册是过时产物, 应该把时间用到别的地方.	If we find that the contents of this manual page are outdated and causing obvious confusion and complaints, we stop publishing it. There is no alternative to updating the man manual at the same time as updating the Info file, because other maintenance of Gnu cc does not leave us time to do this. The GNU project considers the man manual obsolete and should use its time elsewhere.	yes
如果需要完整和最新的文档, 请查阅 Info 文件 `gee' 或 Using and Porting GNU CC (for version 2.0) (ft&/HAIZE#H GNU CC 2.0) 手册.二者均来自 Texinfo 原文件 gee. texinfo.	For complete and up-to-date documentation, consult the Info file `gee' or the Using and Porting GNU CC (for version 2.0) (ft&/HAIZE#H GNU CC 2.0) manual. Both are from the original Texinfo file gee.texinfo.	yes
描述 (DESCRIPTION) C 和 C++ 编译器是集成的.他们都要用四个步骤中的一个或多个处理输入文件: 预处理(preprocessing), Hii(compilation), (assembly) MERE (linking) .	DESCRIPTION The C and C++ compilers are integrated. They both process input files in one or more of four steps: preprocessing, compilation, assembly, and linking.	yes
源文件后级名标识源文件的语言, 但是对编译器来说, 后绥名控制着缺省设定:	The source filename identifies the language of the source file, but for the compiler, the sui generis name controls the default setting.	yes
gcc 认为预处理后的文件(.i) 是 c 文件, 并且设定 c 形式的连接，	gcc considers the preprocessed file (.i) to be a c-file, and sets up a c-form link.	yes
g++ 认为预处理后的文件 (.i) 是 c++ 文件 ,并且设定 c++ 形式的连接.	g++ considers preprocessed files (.i) to be c++ files and sets up c++-style concatenation.	yes
源文件后级名指出语言种类以及后期的操作:	The source file's post-level name indicates the language type and the post-processing.	yes
.c C 源程序; 预处理, 编译,汇编	.c C source program; preprocessing, compilation, assembly	no
.C C++ 源程序; 预处理, 编译,汇编	.C C++ source programs; preprocessing, compilation, assembly	no
.cc C++ 源程序; 预处理, 编译,汇编	.cc C++ source program; preprocessing, compilation, assembly	no
. CXX C++ 源程序; 预处理, 编译,汇编	. CXX C++ source program; preprocessing, compilation, assembly	no
.m Objective-C 源程序; 预处理,编译,汇编	.m Objective-C source program; preprocessing, compilation, assembly	no
.i 预处理后的 c 文件;编译,汇编	.i Preprocessed c-file; compilation, assembly	no
.ii 预处理后的 c++ 文件;编译,汇编	.ii Preprocessed c++ files; compile, assembly	no
.s 汇编语言源程序; 汇编	.s Assembly language source programs; assembly	no
汇编语言源程序; 预处理,汇编	Assembly language source programs; preprocessing, assembly	no
.h 预处理器文件; 通常不出现在命令行上其他后级名的文件被传递给连接器 (Linker).通常包括:	.h preprocessor files; files that do not normally appear on the command line with other postnames are passed to the Linker. Typically these include.	no
.0 目标文件 (Object file)	.0 Object file	no
.a 归档库文件(Archive file)	.a Archive file	no
除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.	Unless the -cec, -s, or -E option is used (or a compilation error prevents the complete process), linking is always the last step.	no
在连接阶段中,所有对应于源程序的.e 文件，-1 库文件, 无法识别的文件名(包括指定的.o H 标文件和 .a 库文件)按命令行中的顺序传递给连接器选项 (OPTIONS)	During the linking phase, all .e files corresponding to the source program, -1 library files, and unrecognizable filenames (including specified .o H files and .a library files) are passed to the connector options in the order they appear on the command line.	no
选项必须分立给出 : de ' 完全不同于 `-d -r '.	The options must be given separately : de ' is completely different from `-d -r '.	no
大多数 ` -=E :和 `-W' 选项有两个相反的格式 : -fname 和 -fno-name (或 -Wname 和 -Wno- name).	Most ` -=E :and `-W' options have two opposite formats : -fname and -fno-name (or -Wname and -Wno- name).	no
这里只列举不是默认选项的格式.	Only formats that are not the default option are listed here.	no
下面是所有选项的摘要, 按类型分组, 解释放在后面的章节中.	Below is a summary of all the options, grouped by type, with explanations in the sections that follow.	no
代码生成选项 (Code Generation Option)	Code Generation Option	yes
总体选项 (Overall Option)	Overall Option	yes
明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).	Specify the language of the file to be entered as language (instead of the default choice derived from the filename).	yes
这个选项应用于后面所有的输入文件, 直到遇着下一个 `-x' 选项 .language 的可选	This option is applied to all subsequent input files, until the next `-x' option, .language, is encountered.	yes
关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).	Turns off any explicit specification of the language, and therefore processes subsequent files based on the filename descendant RE AS E ` -x' option).	yes
如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.	If only part of the four stages (preprocessing, compiling, assembling, linking) is to be manipulated, the ` -x' option (or Ah after the filename) can be used to tell geo where to start, and the `~-c', `-s', or `-E' options can be used to tell geo where to end. Note that some combinations of options (e.g., `-x cpp-output -E') {i gee MEF =c compiles or assembles the source file, ETER. ERA ATI By default, GCC labels the file with ` .ec' after the source filename by replacing it with ` .o'. GCC ignores any unrecognized input text after the -ec option -S F anything.	yes
了的目标文件.	The objective of the document is to provide a clearer picture of the situation in the country.	yes
编译后即停止, 不进行汇编件.	Stop after compilation, no assembly.	yes
在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C "方言 ": 支持符合 ANSI 标准的 C 程序.	Work with pipes instead of temporary files between different stages of the compilation process, because the assembler of those systems can not read data from pipes, GNU's assembler does not have this problem, the assembler is able to accept the C "dialect": support for ANSI-compliant C programs.	yes
